,최초등록,주행거리,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,차량번호,연식,변속기,가격,option,Unnamed: 14
669,2021.04.25,"32,102km",가솔린,"1,598cc",녹턴 그레이 메탈릭,카멜,승용,5인승,2WD,136저3600,2021년,오토,"28,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
670,2023.07.27,"12,898km",하이브리드,"1,999cc",어비스블랙펄,블랙모노톤,승용,5인승,2WD,342가3272,2023년,오토,"29,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
671,2021.08.10,"78,863km",하이브리드,"1,999cc",쉬머링 실버 메탈릭,블랙모노톤,승용,5인승,2WD,163고5759,2021년,오토,"25,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
672,2020.09.09,"91,597km",하이브리드,"1,999cc",햄턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,236누3344,2020년,오토,"18,100,000","열선 시트 (1열), 차선 이탈 경보",
673,2020.03.11,"34,383km",가솔린,"1,598cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,207마3384,2020년,오토,"21,800,000","하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
674,2022.09.29,"27,196km",가솔린,"1,999cc",어비스블랙펄,블랙모노톤,승용,5인승,2WD,145도9776,2022년,오토,"25,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
675,2020.03.24,"14,555km",하이브리드,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,373부9124,2020년,오토,"29,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
676,2021.04.27,"13,965km",가솔린,"1,999cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,234노3607,2021년,오토,"22,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 전동 시트 (운전석), 후방 모니터, 차선 이탈 경보",
677,2022.04.20,"17,562km",하이브리드,"1,999cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,234노3664,2022년,오토,"28,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
678,2023.05.07,"10,744km",가솔린,"2,497cc",트랜스미션블루펄,다크그레이/레드포인트,승용,5인승,2WD,393누1749,2023년,오토,"37,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
679,2021.11.18,"22,302km",가솔린,"1,999cc",녹턴 그레이 메탈릭,네이비,승용,5인승,2WD,206머7428,2021년,오토,"25,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
680,2020.09.10,"95,242km",하이브리드,"1,999cc",햄턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,236누3359,2020년,오토,"18,100,000","열선 시트 (1열), 차선 이탈 경보",
681,2020.03.18,"60,352km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,269가8177,2020년,오토,"18,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 전동 시트 (운전석), 후방 모니터, 차선 이탈 경보",
682,2020.09.07,"92,874km",하이브리드,"1,999cc",햄턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,250다8172,2020년,오토,"17,500,000","열선 시트 (1열), 차선 이탈 경보",
683,2021.08.18,"71,715km",하이브리드,"1,999cc",크리미 화이트 펄,블랙모노톤,승용,5인승,2WD,239루4170,2021년,오토,"22,100,000","하이패스, 열선 스티어링 휠, 열선 시트 (1열), 후방 모니터, 차선 이탈 경보",
684,2023.05.07,"8,992km",가솔린,"2,497cc",세레니티 화이트 펄,다크그레이/레드포인트,승용,5인승,2WD,393누1784,2023년,오토,"37,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
685,2023.05.07,"8,317km",가솔린,"2,497cc",얼티메이트 레드 메탈릭,다크그레이/레드포인트,승용,5인승,2WD,393누1708,2023년,오토,"36,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
686,2020.10.29,"69,062km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,373오8646,2020년,오토,"18,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 전동 시트 (운전석), 후방 모니터, 차선 이탈 경보",
687,2020.03.31,"70,634km",가솔린,"1,999cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,185마5890,2020년,오토,"19,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
688,2022.06.01,"10,779km",가솔린,"1,999cc",크리미 화이트 펄,블랙모노톤,승용,5인승,2WD,117더2460,2022년,오토,"27,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
689,2020.03.15,"43,964km",하이브리드,"1,999cc",크리미 화이트 펄,카멜,승용,5인승,2WD,342모6368,2020년,오토,"31,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
690,2020.01.22,"43,554km",가솔린,"1,598cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,236누3309,2020년,오토,"20,700,000","열선 시트 (1열), 후방 모니터, 차선 이탈 경보",
691,2020.06.28,"74,407km",가솔린,"1,598cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,373오8671,2020년,오토,"21,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
692,2022.08.29,"23,391km",하이브리드,"1,999cc",세레니티 화이트 펄,블랙모노톤,승용,5인승,2WD,139거9068,2022년,오토,"29,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
693,2022.05.24,"14,361km",가솔린,"1,598cc",크리미 화이트 펄,카멜,승용,5인승,2WD,130너1280,2022년,오토,"33,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
694,2020.04.16,"50,490km",가솔린,"1,598cc",햄턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,373부9148,2020년,오토,"19,400,000","열선 시트 (1열), 후방 모니터, 차선 이탈 경보",
695,2020.03.24,"54,089km",하이브리드,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,158오9561,2020년,오토,"26,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
696,2021.02.04,"43,951km",가솔린,"2,497cc",크리미 화이트 펄,다크그레이+레드엑센,승용,5인승,2WD,181너2038,2021년,오토,"30,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
697,2021.06.17,"55,643km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,223더6576,2021년,오토,"18,900,000","하이패스, 열선 스티어링 휠, 열선 시트 (1열), 후방 모니터, 차선 이탈 경보",
698,2021.02.09,"29,845km",하이브리드,"1,999cc",크리미 화이트 펄,블랙모노톤,승용,5인승,2WD,163조2006,2021년,오토,"28,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
699,2020.06.23,"72,845km",하이브리드,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,183무1440,2020년,오토,"23,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 선루프, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
700,2022.01.09,"15,924km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,307로5111,2022년,오토,"21,500,000","하이패스, 열선 스티어링 휠, 열선 시트 (1열), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤",
701,2022.02.22,"23,497km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,319고7926,2022년,오토,"24,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
702,2019.07.01,"33,955km",가솔린,"1,999cc",글로잉옐로우,그레이지투톤,승용,5인승,2WD,126고3968,2019년,오토,"22,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
703,2020.03.16,"58,336km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,114두1505,2020년,오토,"22,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
704,2020.01.21,"44,552km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,114두1549,2020년,오토,"19,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 전동 시트 (운전석), 후방 모니터, 차선 이탈 경보",
705,2022.01.27,"25,999km",가솔린,"2,497cc",플레임 레드 메탈릭,다크그레이+레드엑센,승용,5인승,2WD,305누6649,2022년,오토,"27,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
706,2019.07.14,"50,041km",가솔린,"1,999cc",옥스퍼드 블루 메탈릭,그레이지투톤,승용,5인승,2WD,183무1462,2019년,오토,"21,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
707,2022.03.22,"68,417km",하이브리드,"1,999cc",크리미 화이트 펄,블랙모노톤,승용,5인승,2WD,288마5724,2022년,오토,"27,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
708,2022.01.03,"11,067km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,223더6593,2022년,오토,"24,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
709,2021.06.02,"45,441km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,227루9251,2021년,오토,"21,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
710,2021.03.03,"25,822km",하이브리드,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,168두2295,2021년,오토,"27,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
711,2021.11.14,"37,119km",가솔린,"1,999cc",녹턴 그레이 메탈릭,블랙모노톤,승용,5인승,2WD,204부1965,2021년,오토,"21,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 전방 주차거리 경고",
712,2021.04.13,"30,539km",하이브리드,"1,999cc",미드나잇 블랙 펄,네이비,승용,5인승,2WD,204부1971,2021년,오토,"29,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
713,2022.04.04,"38,454km",가솔린,"1,999cc",크리미 화이트 펄,블랙모노톤,승용,5인승,2WD,117라7122,2022년,오토,"25,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
714,2022.03.06,"17,758km",가솔린,"1,999cc",미드나잇 블랙 펄,블랙모노톤,승용,5인승,2WD,227루9204,2022년,오토,"22,800,000","하이패스, 열선 스티어링 휠, 열선 시트 (1열), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤",
