,최초등록,주행거리,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,차량번호,연식,변속기,가격,option,Unnamed: 14
602,2023.05.08,"18,182km",디젤,"2,199cc",크리미 화이트 펄,블랙모노톤,SUV,7인승,2WD,233로6062,2023년,오토,"37,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 선루프, 후방 모니터, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
603,2022.01.04,"16,577km",가솔린,"3,778cc",문라이트 블루 펄,블랙(고급),SUV,7인승,AWD,182다5078,2022년,오토,"39,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
604,2022.04.13,"5,420km",디젤,"2,199cc",크리미 화이트 펄,블랙(고급),SUV,7인승,2WD,175고1444,2022년,오토,"48,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
605,2022.01.03,"11,446km",가솔린,"3,778cc",크리미 화이트 펄,베이지투톤,SUV,7인승,AWD,114모6588,2022년,오토,"41,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
606,2020.02.06,"93,436km",디젤,"2,199cc",그라파이트 그레이 메탈릭,블랙모노톤,SUV,7인승,AWD,344나2038,2020년,오토,"27,000,000","열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동 시트 (운전석), 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
607,2021.08.01,"81,912km",디젤,"2,199cc",크리미 화이트 펄,블랙모노톤,SUV,7인승,AWD,233로6074,2021년,오토,"33,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
608,2022.05.26,"33,140km",디젤,"2,199cc",크리미 화이트 펄,카키 모노톤,SUV,7인승,AWD,264주3393,2022년,오토,"44,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
609,2021.04.08,"29,985km",가솔린,"3,778cc",그라파이트 그레이 메탈릭,블랙모노톤,SUV,7인승,2WD,233로6092,2021년,오토,"37,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
610,2022.02.03,"13,845km",가솔린,"3,778cc",크리미 화이트 펄,베이지투톤,SUV,7인승,AWD,100어1453,2022년,오토,"41,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
611,2021.09.14,"22,641km",가솔린,"3,778cc",어비스블랙펄,베이지투톤,SUV,7인승,AWD,364루5040,2021년,오토,"40,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
612,2023.06.11,"15,244km",가솔린,"3,778cc",크리미 화이트 펄,네이비/웜그레이 투톤,SUV,7인승,AWD,382서6651,2023년,오토,"48,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
613,2022.03.30,"10,699km",디젤,"2,199cc",어비스블랙펄,블랙(고급),SUV,7인승,2WD,239루4152,2022년,오토,"44,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
614,2023.11.01,"4,364km",하이브리드,"1,598cc",크리미 화이트 펄,블랙모노톤(캘리그래피),SUV,5인승,2WD,236우1427,2023년,오토,"45,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
615,2022.11.06,"34,498km",디젤,"2,151cc",크리미 화이트 펄,블랙모노톤,SUV,7인승,AWD,146보1219,2022년,오토,"39,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 선루프, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
616,2022.05.22,"50,986km",디젤,"2,151cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,5인승,AWD,149무7971,2022년,오토,"31,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
617,2023.09.19,"7,301km",가솔린,"2,497cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,101너4592,2023년,오토,"35,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
618,2020.04.26,"72,148km",디젤,"1,995cc",포레스트 그레이 메탈릭,블랙모노톤,SUV,5인승,AWD,135더6697,2020년,오토,"25,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
619,2022.04.17,"16,228km",하이브리드,"1,598cc",라군 블루 펄,블랙,SUV,7인승,2WD,196더4001,2022년,오토,"39,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
620,2021.01.31,"51,904km",디젤,"2,151cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,5인승,2WD,236누3310,2021년,오토,"25,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
621,2022.02.23,"9,068km",하이브리드,"1,598cc",라군 블루 펄,라이트그레이,SUV,7인승,AWD,154어2491,2022년,오토,"43,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
622,2020.10.07,"80,081km",디젤,"2,151cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,5인승,2WD,236누3307,2020년,오토,"24,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
623,2022.03.16,"14,459km",가솔린,"2,497cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,123보2149,2022년,오토,"32,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
624,2022.05.18,"16,019km",하이브리드,"1,598cc",크리미 화이트 펄,브라운,SUV,5인승,2WD,153루6853,2022년,오토,"37,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
625,,,,,,,,,,,,,,", , , , , , , , , , , , , , , ",
626,2020.07.22,"44,532km",디젤,"2,151cc",포레스트 그레이 메탈릭,블랙,SUV,7인승,AWD,322구4689,2020년,오토,"33,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
627,2021.07.20,"37,378km",하이브리드,"1,598cc",마그네틱 그레이 메탈릭,카멜,SUV,5인승,2WD,262머1544,2021년,오토,"37,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
628,2022.08.31,"12,641km",하이브리드,"1,598cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,148머5759,2022년,오토,"36,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
629,2022.06.20,"22,045km",하이브리드,"1,598cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,355구3738,2022년,오토,"36,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
630,2021.03.16,"54,858km",디젤,"2,151cc",글래시어 화이트 메탈릭,브라운,SUV,5인승,2WD,250다8131,2021년,오토,"28,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
631,2023.06.01,"14,366km",하이브리드,"1,598cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,207러2116,2023년,오토,"40,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
632,2021.12.12,"10,248km",가솔린,"2,497cc",크리미 화이트 펄,블랙,SUV,5인승,2WD,299머5605,2021년,오토,"38,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
633,2021.02.16,"67,042km",디젤,"2,151cc",팬텀 블랙 펄,다크베이지,SUV,5인승,2WD,112누1122,2021년,오토,"30,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 선루프, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
634,2022.05.25,"11,359km",가솔린,"2,497cc",크리미 화이트 펄,블랙,SUV,5인승,AWD,277가4000,2022년,오토,"40,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
635,2022.06.06,"11,145km",가솔린,"2,497cc",글래시어 화이트 메탈릭,카멜,SUV,5인승,AWD,227주5871,2022년,오토,"41,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
636,2022.06.01,"35,534km",하이브리드,"1,598cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,138루8342,2022년,오토,"34,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
637,2022.04.21,"9,997km",하이브리드,"1,598cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,6인승,2WD,338더3171,2022년,오토,"40,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
638,2022.04.24,"27,685km",하이브리드,"1,598cc",글래시어 화이트 메탈릭,블랙,SUV,6인승,2WD,290저8413,2022년,오토,"39,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
639,2022.06.21,"10,367km",하이브리드,"1,598cc",크리미 화이트 펄,블랙,SUV,6인승,2WD,186머7472,2022년,오토,"41,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
640,2021.04.12,"94,662km",디젤,"2,151cc",크리미 화이트 펄,브라운,SUV,5인승,AWD,234노3642,2021년,오토,"27,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
641,2021.02.24,"67,521km",가솔린,"2,497cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,210버3006,2021년,오토,"25,500,000","열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
642,2019.11.24,"56,969km",디젤,"2,199cc",와일드 익스플로러,블랙모노톤,SUV,5인승,2WD,211누6774,2019년,오토,"21,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 후방 모니터, 차선 이탈 경보",
643,2020.01.16,"64,533km",디젤,"1,995cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,183무1497,2020년,오토,"21,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤",
644,2021.11.28,"24,988km",하이브리드,"1,598cc",크리미 화이트 펄,블랙모노톤,SUV,7인승,2WD,163다1744,2021년,오토,"34,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
645,2020.09.14,"40,835km",디젤,"2,151cc",팬텀 블랙 펄,블랙모노톤,SUV,7인승,AWD,319고7947,2020년,오토,"29,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
646,2021.01.26,"41,811km",디젤,"2,151cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,5인승,AWD,294구5470,2021년,오토,"30,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
647,2021.02.07,"64,819km",디젤,"2,151cc",팬텀 블랙 펄,블랙모노톤,SUV,5인승,2WD,294구5401,2021년,오토,"28,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 선루프, 서라운드 뷰 모니터, 후방 모니터, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
648,2020.12.14,"73,319km",디젤,"2,151cc",팬텀 블랙 펄,블랙모노톤,SUV,5인승,AWD,264소8138,2020년,오토,"28,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 선루프, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
649,2021.01.12,"33,162km",디젤,"2,151cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,5인승,2WD,175소1043,2021년,오토,"27,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
650,2019.03.24,"58,587km",디젤,"1,995cc",팬텀 블랙 펄,블랙모노톤,SUV,5인승,2WD,175소1082,2019년,오토,"24,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
651,2021.04.05,"43,722km",디젤,"2,151cc",크리미 화이트 펄,브라운,SUV,5인승,2WD,211누6783,2021년,오토,"28,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
652,2020.03.11,"58,953km",디젤,"1,995cc",스토미 씨,블랙모노톤,SUV,7인승,2WD,234보7600,2020년,오토,"24,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
653,,,,,,,,,,,,,,", , , , , , , ",
654,2021.03.29,"68,168km",디젤,"2,151cc",마그네틱 그레이 메탈릭,블랙,SUV,5인승,AWD,301노4262,2021년,오토,"32,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
655,2023.06.29,"13,610km",하이브리드,"1,598cc",크리미 화이트 펄,브라운,SUV,5인승,2WD,131다9922,2023년,오토,"40,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 선루프, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
656,2020.03.09,"17,839km",디젤,"2,199cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,AWD,234노3650,2020년,오토,"28,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 전동식 트렁크, 후방 모니터, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
657,2021.04.05,"30,576km",가솔린,"2,497cc",글래시어 화이트 메탈릭,블랙모노톤,SUV,5인승,AWD,233로6090,2021년,오토,"28,900,000","열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 선루프, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
658,2020.07.23,"27,764km",디젤,"2,151cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,165러2179,2020년,오토,"29,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 선루프, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
659,2021.12.14,"14,971km",디젤,"2,151cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,5인승,2WD,276노5143,2021년,오토,"28,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
660,2020.06.30,"52,631km",가솔린,"1,998cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,5인승,2WD,105너5372,2020년,오토,"25,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동 시트 (운전석), 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
661,2021.03.25,"64,747km",디젤,"2,151cc",마그네틱 그레이 메탈릭,블랙모노톤,SUV,5인승,2WD,223더6524,2021년,오토,"29,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
662,2020.03.25,"53,944km",디젤,"1,995cc",팬텀 블랙 펄,다크베이지 투톤,SUV,5인승,2WD,158오9584,2020년,오토,"28,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
663,2021.08.30,"10,943km",디젤,"2,151cc",크리미 화이트 펄,블랙모노톤,SUV,5인승,2WD,390노7505,2021년,오토,"28,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
664,2021.01.04,"28,620km",디젤,"2,151cc",크리미 화이트 펄,카멜,SUV,5인승,AWD,171다6750,2021년,오토,"35,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
665,2022.03.22,"24,053km",하이브리드,"1,598cc",글래시어 화이트 메탈릭,라이트그레이,SUV,5인승,2WD,377부5146,2022년,오토,"40,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
666,2022.05.24,"19,056km",하이브리드,"1,598cc",크리미 화이트 펄,블랙,SUV,7인승,2WD,168구6474,2022년,오토,"41,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
667,2022.03.02,"21,396km",가솔린,"1,999cc",크리미 화이트 펄,블랙모노톤,승용,5인승,2WD,340주4179,2022년,오토,"21,000,000","열선 스티어링 휠, 열선 시트 (1열), 선루프, 후방 모니터, 차선 이탈 경보",
668,2020.06.02,"66,393km",하이브리드,"1,999cc",쉬머링 실버 메탈릭,블랙모노톤,승용,5인승,2WD,373오8684,2020년,오토,"26,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 후방 모니터, 차선 이탈 경보, 전방 주차거리 경고",
